gene	raw_counts	median_length_normalized	RPKM
ABHD14A|25864	1344	59.1195748449956	11.2308744484147
ABHD14B|84836	6837	166.284671532847	31.3878811238931
ABHD15|116236	1601	28.9952778786778	5.48647451180652
ABHD1|84696	302	10.4304498269896	1.97172953234808
ABHD2|11057	21861	124.728227371305	23.5409827638162
ABHD3|171586	1115	31.8456260720412	6.01441377907702
ABHD4|63874	2789	81.0937682003494	15.3245053303422
ABHD5|51099	2937	27.2817504655493	5.1598598571606
ABHD6|57406	656	13.5917944467468	2.56480742872272
ABHD8|79575	769	18.0444654683065	3.43186031156662
ABI1|10006	7476	106.909585121602	20.1804273149348
ABI2|10152	7476	61.660396039604	11.6387117930193
ABI3BP|25890	845	11.5262151829601	2.17694077733671
ABI3|51225	454	10.7066037735849	2.02035756139309
ABL1|25	8344	74.0363991477273	13.9771908335313
ABL2|27	5842	24.637168888139	4.64948525937748
ABLIM1|3983	12234	278.213830755232	52.5108482089206
ABLIM2|84448	173	2.54262198706643	0.479755585090223
ABLIM3|22885	1590	19.970344307615	3.76991389151185
ABO|28	5	0.165125495376486	0.031156766145588
ABP1|26	200	3.90261569416499	0.759297286831714
ABRA|137735	25	0.441186859766867	0.0833121581498061
ABR|29	9337	110.937470280552	20.9433589352854
ABT1|29777	2659	58.8048780487805	11.1244881195755
ABTB1|80325	1377	34.6118652589241	6.5314168538428
ABTB2|25841	169	2.03109182935647	0.384283303283057
ACAA1|30	5731	169.03185840708	31.8984037929761
ACAA2|10449	3927	109.953475336323	20.7670255235133
ACACA|31	12426	128.640845070423	24.2813222805868
ACACB|32	715	6.60373175688158	1.24616703935934
ACAD10|80724	3852	82.7532244196045	15.6237331791837
ACAD11|84129	2177	56.4278296988577	10.6637607234686
ACAD8|27034	2461	68.4707520891365	12.9346715818628
ACAD9|28976	4327	93.9230769230769	17.7410174052591
ACADL|33	18	0.492610837438424	0.0929484609742271
ACADM|34	3666	81.3663410301954	15.3579171314604
ACADSB|36	21114	180.190777113578	34.021375099658
ACADS|35	1001	34.1597269624573	6.44621369124432
ACADVL|37	20533	455.271960958296	85.9422542334322
ACAN|176	516	2.99546827794562	0.565661479789004
ACAP1|9744	85	1.66111771700357	0.317841001607271
ACAP2|23527	5226	57.7403633141338	10.9223501751679
ACAP3|116983	1757	25.0162578436965	4.72789796408137
ACAT1|38	6551	152.249883666822	28.759374051177
ACAT2|39	1686	52.1497524752475	9.8429314220659
ACBD3|64746	9021	125.573303546495	23.7661375996992
ACBD4|79777	1068	26.7693467336683	5.06321561132068
ACBD5|91452	3143	41.9276561665777	7.91561847396224
ACBD6|84320	3342	102.943722943723	19.4986557158012
ACBD7|414149	766	17.3452054794521	3.29984013346355
ACCN1|40	30	0.482625482625483	0.0910643705490738
ACCN2|41	685	8.96023024594453	1.69086188393134
ACCN3|9311	106	2.59960745829244	0.490693077341368
ACCN4|55515	14	0.272691858200234	0.0514529657360252
ACCN5|51802	6	0.177304964539007	0.0334548538612909
ACCSL|390110	0	0	0
ACCS|84680	777	18.94921875	3.57930998484517
ACD|65057	1010	24.1612440191388	4.55914424725975
ACE2|59272	12	0.172018348623853	0.0324573467507479
ACER1|125981	2	0.0919117647058824	0.0173424058619192
ACER2|340485	678	11.8853436185133	2.24278900380904
ACER3|55331	1753	20.0253714285714	3.78017672843742
ACE|1636	1928	40.2854149203688	7.62333203058191
ACHE|43	20	0.45045045045045	0.0849934125124689
ACIN1|22985	17063	268.165198237885	50.653533148121
ACLY|47	18384	211.014695752009	39.8253955028345
ACMSD|130013	174	6.73374613003096	1.2705594189364
ACN9|57001	53	1.28143133462282	0.241787352906603
ACO1|48	3686	51.3514492753623	9.69194948601633
ACO2|50	10074	181.151438848921	34.1873466831719
ACOT11|26027	158	2.84769174845511	0.541844590564769
ACOT12|134526	4	0.153013910355487	0.0291631183582196
ACOT13|55856	2275	26.6858282496481	5.03588960457795
ACOT1|641371	1442	44.9195760598504	8.48143116806159
ACOT2|10965	2389	71.3223684210526	13.4799450578014
ACOT4|122970	1779	51.9677040516735	9.85529311534041
ACOT6|641372	38	1.85956175298805	0.357073918304376
ACOT7|11332	1195	36.5611995104039	6.89960293923894
ACOT8|10005	1294	31.9555335968379	6.03159279289326
ACOT9|23597	1344	40.4154124021674	7.63374909829028
ACOX1|51	4672	31.0829118977908	5.86597069226328
ACOX2|8309	3203	67.5606960950764	12.8259604969421
ACOX3|8310	1867	32.6736694677871	6.1672898560387
ACOXL|55289	19	0.379145025968837	0.0716145053890519
ACP1|52	8392	267.481505102041	50.4925916303029
ACP2|53	3395	80.5612535612536	15.2086146905324
ACP5|54	3289	103.347798742138	19.5152893375092
ACP6|51205	1744	31.9159941305943	6.03571708283704
ACPL2|92370	2721	44.3978459530026	8.37814796819631
ACPP|55	217	3.47371794871795	0.656165489483281
ACPT|93650	6	0.22271714922049	0.042023468992802
ACRBP|84519	133	3.71796306659205	0.702158785070833
ACRC|93953	27	0.420075519194462	0.0801526926683037
ACRV1|56	0	0	0
ACR|49	31	1.32252559726962	0.249541239296421
ACSBG1|23205	11	0.215179968701095	0.0406013132541958
ACSBG2|81616	8	0.148148148148148	0.0279533890041009
ACSF2|80221	2841	65.9090487238979	12.4374745379209
ACSF3|197322	1257	20.5241672109732	3.87291831078617
ACSL1|2180	2374	31.8064861967301	6.00293597019853
ACSL3|2181	15912	186.564054434538	35.2224507200195
ACSL4|2182	1624	16.1273847376789	3.04476401294668
ACSL5|51703	3570	55.205072687906	10.4176738559592
ACSL6|23305	58	0.982318939136348	0.186054943813422
ACSM1|116285	290	7.06289614822038	1.33395316858916
ACSM2A|123876	50	0.916759568933482	0.175292991246452
ACSM2B|348158	0	0	0
ACSM3|6296	106	2.50593260560038	0.474623868828528
ACSM4|341392	0	0	0
ACSM5|54988	46	1.27599775154581	0.243943993416901
ACSS1|84532	1869	20.9081952530228	3.94819712638251
ACSS2|55902	3508	65.2709341272795	12.3168644999647
ACSS3|79611	260	4.32534132534133	0.816819808561389
ACTA1|58	140	4.63154406891981	0.875280073190037
ACTA2|59	37554	1216.93904020752	229.762989687258
ACTBL2|345651	10	0.177683013503909	0.0335261861722958
ACTB|60	327554	9075.70399113082	1712.98917897679
ACTC1|70	131	1.76387760628216	0.334657246505229
ACTG1|71	291797	7800.81657754011	1472.13440095722
ACTG2|72	2600	102.109190887667	19.2687343684984
ACTL6A|86	5558	145.569182389937	27.482005203678
ACTL6B|51412	0	0	0
ACTL7A|10881	0	0	0
ACTL7B|10880	0	0	0
ACTL8|81569	26	0.682203389830508	0.129921074423191
ACTL9|284382	0	0	0
ACTN1|87	24326	337.106211869107	63.6433784133093
ACTN2|88	8	0.088339222614841	0.0166683194149895
ACTN3|89	9	0.151464153483676	0.0285790707169157
ACTN4|81	34600	942.652292576419	178.179967300976
ACTR10|55860	4814	99.3666391412056	18.7516804086242
ACTR1A|10121	8620	153.491984324902	28.971641239822
ACTR1B|10120	5999	131.924712134632	25.0647380268004
ACTR2|10097	28072	356.442073170732	67.2862788215328
ACTR3B|57180	1166	27.6399430740038	5.2183858670962
ACTR3C|653857	164	6.73070607553366	1.27029563331444
ACTR3|10096	17738	342.666408967916	64.6869191253286
ACTR5|79913	1070	21.3933037515127	4.07207245022426
ACTR6|64431	3421	96.7245475113122	18.2548832165002
ACTR8|93973	2360	34.0525404157044	6.42750414023278
ACTRT1|139741	0	0	0
ACTRT2|140625	0	0	0
ACVR1B|91	7338	115.991461100569	21.8939482520023
ACVR1C|130399	17	0.0975441817764517	0.0184051605934162
ACVR1|90	3795	64.2271496276236	12.1201929769177
ACVR2A|92	1464	13.9565217391304	2.63382332321248
ACVR2B|93	2860	12.5248400946289	2.36414691458936
ACVRL1|94	1097	13.2918080465342	2.50833564260926
ACY1|95	3635	120.851531291611	22.8319354511275
ACY3|91703	28	1.01518602885345	0.200576709254938
ACYP1|97	445	33.6787878787879	6.36098425917182
ACYP2|98	211	8.32067851373183	1.60794080327507
ADAD1|132612	0	0	0
ADAD2|161931	8	0.181900864029104	0.0343220328836164
ADAL|161823	1011	18.2865412445731	3.45081249839427
ADAM10|102	6829	141.368682684341	26.6887413253062
ADAM11|4185	43	0.489080982711556	0.0922824290086474
ADAM12|8038	11262	164.301985981308	31.0305885223166
ADAM15|8751	24515	426.642757660167	80.5296306962021
ADAM17|6868	2596	97.2792792792793	18.3869082401974
ADAM18|8749	0	0	0
ADAM19|8728	1310	22.0492245448415	4.16685506184697
ADAM20|8748	18	0.320270751692198	0.0604976267188859
ADAM21P1|145241	6	0.146484375	0.0276394593424337
ADAM21|8747	16	0.332502078137988	0.0627382795603262
ADAM22|53616	435	7.90297965116279	1.49124524824294
ADAM23|8745	222	4.02977487291213	0.760496612611568
ADAM28|10863	870	19.9253321117728	3.75987807894142
ADAM29|11086	0	0	0
ADAM2|2515	0	0	0
ADAM30|11085	0	0	0
ADAM32|203102	18	0.388646288209607	0.0741558245414466
ADAM33|80332	435	11.6350989834136	2.19577684492486
ADAM3A|1587	87	1.82271584241408	0.343998903869619
ADAM5P|255926	4	0.126903553299492	0.0239448446418377
ADAM6|8755	24084	36.9679071776831	7.01150803898918
ADAM7|8756	0	0	0
ADAM8|101	1116	18.6480614973262	3.51893180761851
ADAM9|8754	8277	105.754412893323	19.9763220172917
ADAMDEC1|27299	47	1.00085178875639	0.188846095859263
ADAMTS10|81794	441	6.27554796470253	1.184318968374
ADAMTS12|81792	1640	17.4460523515642	3.29265818552242
ADAMTS13|11093	677	11.365870077415	2.14978120837243
ADAMTS14|140766	911	11.749226006192	2.2173939284503
ADAMTS15|170689	4790	83.4738871363477	15.8395189270083
ADAMTS16|170690	1792	29.5634920634921	5.59067780082018
ADAMTS17|170691	316	8.11679586563307	1.54068678929579
ADAMTS18|170692	181	3.55691217014573	0.672549291369836
ADAMTS19|171019	16	0.211808313476304	0.0399651312211132
ADAMTS1|9510	1162	12.3648822269807	2.34745617402211
ADAMTS20|80070	4	0.0709471443774388	0.0133866885972104
ADAMTS2|9509	2461	45.7236105930623	8.66010275622665
ADAMTS3|9508	55	0.811264230077891	0.155447808085267
ADAMTS4|9507	1369	21.375392341494	4.05383363841251
ADAMTS5|11096	534	2.74666252716548	0.521359777839603
ADAMTS6|11174	365	2.57762395818618	0.486439907888498
ADAMTS7|11173	597	8.40806542583192	1.5883413612419
ADAMTS8|11095	123	2.05026990553306	0.391503057028589
ADAMTS9|56999	543	4.93905766781881	0.931927952040029
ADAMTSL1|92949	6808	100.858498961732	19.0532488622731
ADAMTSL2|9719	1145	15.3010695187166	2.88829886718509
ADAMTSL3|57188	2414	20.2148272957035	3.83729146695301
ADAMTSL4|54507	1629	23.5446376811594	4.45461561075134
ADAMTSL5|339366	452	8.14554670528602	1.54391364684127
ADAP1|11033	1611	38.4849498327759	7.26163737166374
ADAP2|55803	813	14.7792727272727	2.78911291831372
ADARB1|104	2106	26.2940294778916	4.96341995238316
ADARB2|105	0	0	0
ADAR|103	50988	391.767870868563	73.9484238289961
ADAT1|23536	1245	22.5747460087083	4.26185219236598
ADAT2|134637	526	6.71568374967808	1.27798747951404
ADAT3|113179	238	7.38634940513463	1.40598370178735
ADA|100	583	19.2110817941953	3.62808621630567
ADCK1|57143	455	11.1222493887531	2.09906713884706
ADCK2|90956	6269	140.189794091316	26.4742305449929
ADCK4|79934	3391	78.5357142857143	14.8384069865982
ADCK5|203054	555	14.9794816414687	2.8272241780943
ADCY10|55811	166	2.02513421181064	0.382159253039227
ADCY1|107	16517	116.015924464487	21.9596698965611
ADCY2|108	217	1.80172987358616	0.340525004522262
ADCY3|109	4797	54.5405958608142	10.2925147555781
ADCY4|196883	965	14.2171091445428	2.68556618916611
ADCY5|111	68	1.01103160405486	0.191273189518222
ADCY6|112	7230	60.6336633663366	11.4465117206967
ADCY7|113	1873	37.3646541383447	7.06532804541376
ADCY8|114	14	0.178298522669384	0.033642323750478
ADCY9|115	8546	55.0143559234351	10.4274781518111
ADCYAP1R1|117	20	0.633650793650794	0.119800238589004
ADCYAP1|116	6	0.0945477466120391	0.0178397770984256
ADC|113451	944	24.7342767295597	4.66768854125081
ADD1|118	20186	251.894855144855	47.5624749681352
ADD2|119	60	0.823271130625686	0.155339222649024
ADD3|120	2589	30.1561771561772	5.69354822713771
ADH1A|124	0	0	0
ADH1B|125	12	0.230591852421214	0.0435093103253684
ADH1C|126	42	1.40280561122244	0.264688903896546
ADH4|127	22	0.536062378167641	0.101147131264839
ADH5|128	5499	139.275862068966	26.3078316785362
ADH6|130	42	1.09261186264308	0.206159879881961
ADH7|131	0	0	0
ADHFE1|137872	685	18.2318763326226	3.4448156292034
ADI1|55256	5950	97.4510512483574	18.4408341964061
ADIG|149685	0	0	0
ADIPOQ|9370	138	1.49587852494577	0.282414119927548
ADIPOR1|51094	17642	439.825349301397	83.053577831084
ADIPOR2|79602	12200	153.282122202665	28.9409301544846
ADK|132	3205	79.3711595639247	14.9835636612356
ADM2|79924	1143	13.8086031899468	2.60593746391843
ADM|133	422	13.1938711694809	2.48984454590936
ADNP2|22850	3294	30.4006665432327	5.75383843558305
ADNP|23394	16497	178.229571984436	33.6439974514094
ADORA1|134	1499	27.0617551462622	5.10724771200332
ADORA2A|135	397	7.97668810289389	1.50538774485007
ADORA2B|136	226	5.96233421750663	1.13111127124021
ADORA3|140	1229	28.3669597408607	5.3654402320863
ADO|84890	3248	43.2310778282963	8.19537443869895
ADPGK|83440	4544	98.8667827601219	18.6631769162774
ADPRHL1|113622	1337	36.8542241855329	6.96500130907674
ADPRHL2|54936	1952	59.2009714632665	11.1813556016404
ADPRH|141	1815	27.5148574893875	5.19199449721787
ADRA1A|148	203	4.96332518337408	0.936506877331766
ADRA1B|147	10	0.220070422535211	0.0415240703736094
ADRA1D|146	20	0.368717179294824	0.0707747095940289
ADRA2A|150	1633	20.9439444587297	3.96147105483354
ADRA2B|151	60	0.90845498783455	0.172158189578176
ADRA2C|152	12	0.337457817772778	0.0636733551555729
ADRB1|153	26	0.454227812718379	0.0857061455314414
ADRB2|154	101	2.48303000491884	0.468697072148199
ADRB3|155	0	0	0
ADRBK1|156	6819	136.183386837881	25.8155212164528
ADRBK2|157	5355	49.5995181616012	9.36258513055487
ADRM1|11047	4035	160.854864433812	30.3566782800216
ADSL|158	4037	131.386067708333	24.7956660812011
ADSSL1|122622	351	9.77300613496933	1.84686466530859
ADSS|159	11736	288.887573964497	54.595946009045
AEBP1|165	65748	1278.25973520249	241.543732216335
AEBP2|121536	2596	25.4106687585801	4.80316959716474
AEN|64782	1649	38.2778810408922	7.22913997809935
AES|166	21291	619.510477299185	116.917937592625
AFAP1L1|134265	756	10.3046086719389	1.94499787411954
AFAP1L2|84632	2728	35.463319458897	6.69528752759513
AFAP1|60312	4153	27.1015665796345	5.11495016713257
AFARP1|246182	0	0	0
AFF1|4299	9318	55.6941021653308	10.5166307662186
AFF2|2334	101	0.370161290322581	0.0698578554015608
AFF3|3899	2173	35.0219284101903	6.61098551378427
AFF4|27125	21728	167.404409497379	31.6046549868752
AFG3L1|172	1238	29.0827845719661	5.49370873030971
AFG3L2|10939	4602	77.4954438069524	14.6528872650842
AFMID|125061	4068	124.239902080783	23.4875186249573
AFM|173	0	0	0
AFP|174	8	0.229357798165138	0.0432764623343305
AFTPH|54812	10149	126.015896671634	23.7825121555847
AG2|387763	289	10.539309331374	2.00330909624356
AGAP11|119385	180	4.00582959641256	0.761510485201403
AGAP1|116987	3470	38.9802247191011	7.35660959492756
AGAP2|116986	200	2.25886604924328	0.426214989332914
AGAP3|116988	4710	94.1628	17.7741623982575
AGAP4|119016	610	12.1992797118848	2.30288273758274
AGAP5|729092	512	8.13024142312579	1.53441728713743
AGAP6|414189	665	11.9733044733045	2.26327155288885
AGAP7|653268	113	2.33429752066116	0.440525774026404
AGAP8|728404	546	10.5609756097561	1.9942356789511
AGA|175	2007	125.598997493734	23.7275406758024
AGBL1|123624	0	0	0
AGBL2|79841	479	9.56714628297362	1.80616097117324
AGBL3|340351	75	1.00959909655562	0.19976571405034
AGBL4|84871	129	2.14014014014014	0.406079637559574
AGBL5|60509	3029	52.9982499124956	10.0022401685438
AGER|177	143	5.51272166538165	1.0401699589903
AGFG1|3267	6067	34.9195945167607	6.59344646263789
AGFG2|3268	2548	30.6423410404624	5.78962352458491
AGGF1|55109	4701	198.136824324324	37.4581905207296
AGK|55750	3373	140.326377295492	26.5624279005892
AGL|178	5503	38.2918407128933	7.22873588766763
AGMAT|79814	147	3.32513661202186	0.631528921660271
AGPAT1|10554	5891	146.808478802993	27.7193403667411
AGPAT2|10555	3304	108.074607329843	20.3997539780582
AGPAT3|56894	11542	88.1967288291042	16.6448074535768
AGPAT4|56895	757	24.575974025974	4.63749446310729
AGPAT5|55326	5847	55.5128253847615	10.4811266594347
AGPAT6|137964	9810	77.2643805309735	14.625502025751
AGPAT9|84803	50	0.951293759512938	0.179495220488661
AGPHD1|123688	156	6.30121457489879	1.19169711017483
AGPS|8540	10724	70.890844138661	13.3862263154264
AGR2|10551	65870	3090.37723424271	584.605160041197
AGR3|155465	21738	1417.09698558322	268.783925206765
AGRN|375790	17129	116.316983194425	22.0794630529847
AGRP|181	5	0.319284802043423	0.0602443728536657
AGTPBP1|23287	749	8.74293719355592	1.64984060772219
AGTR1|185	58	1.24143835616438	0.234241262737703
AGTR2|186	0	0	0
AGTRAP|57085	2995	124.773333333333	23.5463625189231
AGT|183	6696	134.163527054108	25.3193842927325
AGXT2L1|64850	66	1.56028368794326	0.29440271397936
AGXT2L2|85007	1890	45.747572815534	8.65571262669459
AGXT2|64902	5	0.145772594752187	0.0275051568189039
AGXT|189	36	1.43426294820717	0.270624443346475
AHCTF1|25909	12365	79.263144395999	14.9595708610607
AHCYL1|10768	22539	292.77130977131	55.2596112870732
AHCYL2|23382	3020	29.7871248025276	5.62628193965834
AHCY|191	19315	436.71460877431	82.4165091168229
AHDC1|27245	1874	17.0067358456217	3.21860908617672
AHI1|54806	2234	28.8388013433221	5.44462838397493
AHNAK2|113146	4126	11.3043740407805	2.13362163028588
AHNAK|79026	191277	958.061634209998	181.144211115376
AHRR|57491	167	1.50361794500724	0.285007758274898
AHR|196	13757	123.915404040404	23.4103960549563
AHSA1|10598	9428	366.28326848249	69.2188997210885
AHSA2|130872	2168	54.6328794755421	10.3144199366115
AHSG|197	0	0	0
AHSP|51327	6	0.579150579150579	0.109277244658889
AICDA|57379	115	2.17805618830676	0.411898599362819
AIDA|64853	12934	206.568051118211	38.9849305161106
AIF1L|83543	486	7.1332941867293	1.34616988590653
AIF1|199	795	62.1486697965571	11.7374705589402
AIFM1|9131	3982	90.0724309642372	17.0064546479567
AIFM2|84883	1303	22.4183321847002	4.23599318811713
AIFM3|150209	261	5.54248088360238	1.0460255539077
AIG1|51390	6542	236.023104693141	44.5624450663389
AIM1L|55057	109	3.31637717121588	0.637925122821564
AIM1|202	4553	40.771423449265	7.70065001717265
AIM2|9447	26	0.875420875420875	0.165179116842414
AIMP1|9255	4566	87.8583525789068	16.5807818668378
AIMP2|7965	2058	82.7961165048544	15.708515507705
AIPL1|23746	208	3.64491228070175	0.688536108101011
AIP|9049	2011	80.1424	15.1778516275567
AIRE|326	26	0.694444444444444	0.131031510956723
AJAP1|55966	66	1.32211538461538	0.249463838167607
AK1|203	1465	32.1632833186231	6.09938383747358
AK2|204	10113	220.756331877729	41.6632140882028
AK3L1|205	2137	48.1135135135135	9.0815461269573
AK3|50808	8849	171.199070487994	32.3330149158927
AK5|26289	314	4.81854467301197	0.90953650589794
AK7|122481	664	16.407132243685	3.10270157296632
AKAP10|11216	2438	59.6822200392927	11.2970271646853
AKAP11|11215	8555	43.0189535235407	8.13692604989445
AKAP12|9590	2289	13.8709677419355	2.61885050421484
AKAP13|11214	9756	72.2670917989026	13.6498185235582
AKAP14|158798	145	10.7377777777778	2.02662070279731
AKAP1|8165	12678	160.048521607278	30.2268536025959
AKAP2|11217	1177	8.56189921351588	1.61726396220747
AKAP3|10566	36	0.593987446316485	0.112201412751842
AKAP4|8852	0	0	0
AKAP5|9495	897	6.8692770155696	1.30453816920441
AKAP6|9472	242	1.53367217280813	0.290100768349421
AKAP7|9465	157	3.34327086882453	0.63082632021073
AKAP8L|26993	3606	93.2713619886069	17.6178007523127
AKAP8|10270	3728	76.9157720891825	14.5214508856151
AKAP9|10142	16668	141.104166666667	26.6345515198373
AKD1|221264	916	25.7923250564334	4.87685677800101
AKIRIN1|79647	3945	76.0640679274411	14.3644115677914
AKIRIN2|55122	2153	55.0754620123203	10.4270948164617
AKNAD1|254268	5	0.0866250866250866	0.0163448870216286
AKNA|80709	1910	14.6159153633855	2.76287233774433
AKR1A1|10327	7939	275.956854558107	52.121544825992
AKR1B10|57016	96	2.9304347826087	0.562540250765757
AKR1B15|441282	283	10.4440213252094	2.03343340994226
AKR1B1|231	1342	40.2442977190876	7.59951303402304
AKR1C1|1645	12	0.420520231213873	0.0818000184007287
AKR1C2|1646	62	2.39382239382239	0.451679277923406
AKR1C3|8644	117	4.69718875502008	0.886593934377055
AKR1C4|1109	0	0	0
AKR1CL1|340811	10	0.235072872590503	0.044354813299878
AKR1D1|6718	112	2.2610101010101	0.426924486608086
AKR1E2|83592	146	5.07601115760112	0.960532247682755
AKR7A2|8574	5739	228.223548130469	43.0734038022319
AKR7A3|22977	1993	76.4035357417371	14.4523425797432
AKR7L|246181	283	6.33034914950761	1.19511999429462
AKT1S1|84335	3986	97.9911460895229	18.4972923721062
AKT1|207	20931	374.292412312097	70.6759771009778
AKT2|208	11084	107.914848012471	20.3759616632874
AKT3|10000	1685	45.8464480874317	8.68674475916373
AKTIP|64400	2036	46.8972350230415	8.8516918221972
ALAD|210	5438	84.948125	16.0323605231098
ALAS1|211	2283	48.8859348198971	9.2360358683629
ALAS2|212	1	0.0245098039215686	0.00462464156317845
ALB|213	24	0.619195046439629	0.11683305001714
ALCAM|214	12633	181.47183908046	34.2480223017161
ALDH16A1|126133	2419	41.4133561643836	7.8155808905173
ALDH18A1|5832	13823	205.898688915375	38.8587298774565
ALDH1A1|216	743	18.0808966861598	3.41601447862614
ALDH1A2|8854	55	0.834091598422809	0.157380886681414
ALDH1A3|220	1243	19.5860655737705	3.69697229022159
